,Unnamed: 0,user_id,song_id,listen_count,title,release,artist_name,year
7659,7659,272,3212,1,Five Minutes To Midnight,Boys Like Girls,Boys Like Girls,2006
7660,7660,272,4497,1,Black & Blue,Black & Blue,Miike Snow,2009
7661,7661,272,4498,1,Losing A Whole Year (2006 Remastered LP Version),A Collection,Third Eye Blind,2006
7662,7662,272,213,1,Gimme Sympathy,Gimme Sympathy,Metric,2009
7663,7663,272,2371,3,Say Yes,Either Or,Elliott Smith,0
7664,7664,272,4499,1,Kota,Tru Thoughts 10th Anniversary,Bonobo,2000
7665,7665,272,1316,1,Two Is Better Than One,Love Drunk,Boys Like Girls featuring Taylor Swift,2009
7666,7666,272,1131,1,'97 Bonnie & Clyde,The Slim Shady LP,Eminem,1999
7667,7667,272,102,1,Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,2009
7668,7668,272,4500,1,The End,Time Bomb,Iration,0
7669,7669,272,875,1,Amie,O,Damien Rice,2003
7670,7670,272,3387,1,As The World Turns,The Slim Shady LP,Eminem,1999
7671,7671,272,4501,2,Anyone Else But You,Juno - Music From The Motion Picture,The Moldy Peaches,2001
7672,7672,272,2264,1,Heart Shaped Box,In Utero,Nirvana,0
7673,7673,272,4502,1,Lively Up Yourself,Keep on Moving,Bob Marley,1991
7674,7674,272,4503,2,I'm Shady,The Slim Shady LP,Eminem,1999
7675,7675,272,1516,1,Chasing Cars,Chasing Cars [live in Toronto],Snow Patrol,2006
7676,7676,272,1894,1,The Joker,Box Set,Steve Miller Band,1973
7677,7677,272,1530,14,Représente,Fat Come Back,Alliance Ethnik,1999
7678,7678,272,2926,1,Transparency,Workout Holiday,White Denim,2008
7679,7679,272,1340,1,I Dreamt I Dwelt in Marble Halls,Celtic Woman Presents: A Celtic Journey,Meav Ni Mhaolchatha,0
7680,7680,272,1100,1,My Name Is,The Slim Shady LP,Eminem,1999
7681,7681,272,4504,2,Bad Meets Evil,The Slim Shady LP,Eminem / Royce Da 5-9,1999
7682,7682,272,268,2,Caring Is Creepy,Garden State - Music From The Motion Picture,The Shins,2001
7683,7683,272,820,1,Pursuit Of Happiness (nightmare),Pursuit Of Happiness,Kid Cudi / MGMT / Ratatat,2010
7684,7684,272,4505,1,Swing Life Away,Siren Song Of The Counter-Culture,Rise Against,2003
7685,7685,272,1133,1,If I Had,The Slim Shady LP,Eminem,1999
7686,7686,272,1642,1,The Only Difference Between Martyrdom and Suicide Is Press Coverage (Tommie Sunshine Brooklyn Fire Remix),Snakes On A Plane [OST],Panic! At The Disco,2006
7687,7687,272,3036,5,Master Of Puppets,Master Of Puppets,Metallica,1986
7688,7688,272,4506,1,Hero/Heroine,Boys Like Girls,Boys Like Girls,2006
7689,7689,272,1114,1,Forever,Relapse: Refill,Drake / Kanye West / Lil Wayne / Eminem,0
7690,7690,272,34,1,Are You In?,Monuments And Melodies,Incubus,2001
7691,7691,272,795,1,Home,Up From Below,Edward Sharpe & The Magnetic Zeros,2009
7692,7692,272,3421,1,Satin In A Coffin,Good News For People Who Love Bad News,Modest Mouse,2004
7693,7693,272,4507,1,A Decade Under The Influence (Album Version),Where You Want To Be,Taking Back Sunday,2004
7694,7694,272,4508,1,Build God_ Then We'll Talk (Album Version),Build God_ Then We'll Talk,Panic! At The Disco,0
7695,7695,272,2544,1,Still Don't Give A Fuck,The Slim Shady LP,Eminem,1999
7696,7696,272,4509,1,Rock Bottom,The Slim Shady LP,Eminem,1999
7697,7697,272,3680,2,No Rain,Blind Melon,Blind Melon,1992
7698,7698,272,4510,1,Purple Rain,Ultimate,Prince & The Revolution,1984
7699,7699,272,4511,1,Liar [It Takes One To Know One] (Album Version),Liar [It Takes One To Know One],Taking Back Sunday,0
7700,7700,272,4512,1,Cum On Everybody,The Slim Shady LP,Eminem,1999
7701,7701,273,1056,1,Halo,Halo,Beyoncé,2008
7702,7702,273,297,1,Uprising,Uprising,Muse,0
7703,7703,273,89,1,Undo,Vespertine Live,Björk,2001
7704,7704,273,90,1,Dog Days Are Over (Radio Edit),Now That's What I Call Music! 75,Florence + The Machine,0
7705,7705,273,299,1,Lucky (Album Version),We Sing.  We Dance.  We Steal Things.,Jason Mraz & Colbie Caillat,0
7706,7706,273,92,1,You're The One,If There Was A Way,Dwight Yoakam,1990
7707,7707,273,201,1,They Might Follow You,Tiny Vipers,Tiny Vipers,2007
7708,7708,273,4513,1,Smoking Gun,The Last Kiss,Jadakiss / Jazmine Sullivan,2009
7709,7709,273,811,1,Bleed It Out [Live At Milton Keynes],Road To Revolution: Live At Milton Keynes,Linkin Park,2008
7710,7710,273,115,1,Clocks,A Rush Of Blood To The Head,Coldplay,2002
7711,7711,273,1068,1,Day 'N' Nite,R&B Yearbook,Kid Cudi Vs Crookers,2008
7712,7712,273,76,1,Somebody To Love,My Worlds,Justin Bieber,2010
7713,7713,273,4514,2,Como Me Mira,Fonseca - Acoustic Versions,Fonseca,0
7714,7714,273,95,1,Hey_ Soul Sister,Save Me_ San Francisco,Train,0
7715,7715,273,4515,1,Arroyito,Gratitud,Fonseca,2008
7716,7716,273,305,1,The Funeral (Album Version),The Road Mix: Music From The Television Series One Tree Hill Vol. 3,Band Of Horses,0
7717,7717,273,1071,1,Monster,The Fame Monster,Lady GaGa,2009
7718,7718,273,1521,1,Already Gone,All I Ever Wanted,Kelly Clarkson,2009
7719,7719,273,1072,1,Just Dance,Just Dance,Lady GaGa / Colby O'Donis,2008
7720,7720,273,1073,1,Down To Earth,My World,Justin Bieber,2009
7721,7721,273,9,2,Sehr kosmisch,Musik von Harmonia,Harmonia,0
7722,7722,273,1075,1,Far Away (Album Version),All The Right Reasons,Nickelback,2006
7723,7723,273,1076,1,U Smile,My Worlds,Justin Bieber,2010
7724,7724,273,1077,1,Livin' On A Prayer,Cross Road,Bon Jovi,1986
7725,7725,273,1079,1,Eenie Meenie,Eenie Meenie,Sean Kingston and Justin Bieber,0
7726,7726,273,308,1,Vanilla Twilight,Ocean Eyes,Owl City,2009
7727,7727,273,1080,1,Love Me,My Worlds,Justin Bieber,2009
7728,7728,273,1525,1,Hace Tiempo,Fonseca - Acoustic Versions,Fonseca,0
7729,7729,273,1083,1,Mockingbird,R&B 2006,Eminem,2004
7730,7730,273,12,1,I'll Be Missing You (Featuring Faith Evans & 112)(Album Version),No Way Out,Puff Daddy,0
7731,7731,273,118,1,The Scientist,The Scientist,Coldplay,2002
7732,7732,273,81,1,The Real Slim Shady,Curtain Call,Eminem,2000
7733,7733,273,312,1,The Only Exception (Album Version),The Only Exception,Paramore,0
7734,7734,273,4435,2,When I'm Gone,When I'm Gone Hit Pack,3 Doors Down,2002
7735,7735,273,102,1,Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,2009
7736,7736,273,1094,1,Kryptonite,Total 90s,3 Doors Down,1997
7737,7737,273,126,1,Bulletproof,Bulletproof,La Roux,2009
7738,7738,273,1097,1,Sexy Bitch,Club Traxxx Summer Slammin'_ Vol. 3,DJ Dizzy,2009
7739,7739,273,1098,1,Bring Me To Life,Fallen,Evanescence,2003
7740,7740,273,2352,1,Strut (1993 Digital Remaster),The World Of Sheena Easton - The Singles,Sheena Easton,0
7741,7741,273,1530,1,Représente,Fat Come Back,Alliance Ethnik,1999
7742,7742,273,318,1,Here Without You,Here Without You,3 Doors Down,2002
7743,7743,273,2927,1,A Warm Place,Natural Born Killers,Nine Inch Nails,1994
7744,7744,273,1102,1,You've Got The Love,Lungs,Florence + The Machine,2009
7745,7745,273,820,2,Pursuit Of Happiness (nightmare),Pursuit Of Happiness,Kid Cudi / MGMT / Ratatat,2010
7746,7746,273,4516,2,Te Mando Flores,Gratitud,Fonseca,2006
7747,7747,273,821,1,Creep (Explicit),Pablo Honey,Radiohead,1993
7748,7748,273,322,1,Billionaire [feat. Bruno Mars]  (Explicit Album Version),Billionaire [feat. Bruno Mars],Travie McCoy,0
7749,7749,273,121,1,Yellow,Yellow,Coldplay,2000
7750,7750,273,4517,1,Plástico,Ganas,Ruben Blades,1983
7751,7751,273,891,1,Alejandro,The Fame Monster,Lady GaGa,2009
7752,7752,273,1712,1,Hide & Seek,Tiësto - In Search Of Sunrise 6 - Ibiza,Imogen Heap,2009
7753,7753,273,1499,1,Sleepyhead,Manners,Passion Pit,2008
7754,7754,273,105,1,Revelry,Only By The Night,Kings Of Leon,2008
7755,7755,273,823,1,Teach Me How To Dougie,Teach Me How To Dougie,California Swag District,0
7756,7756,273,1113,1,Stuck In The Moment,My Worlds,Justin Bieber,2010
7757,7757,273,1114,1,Forever,Relapse: Refill,Drake / Kanye West / Lil Wayne / Eminem,0
7758,7758,273,106,1,Marry Me,Save Me_ San Francisco,Train,2009
7759,7759,273,328,1,Love Story,Het Beste Uit De Top 40 - 2009,Taylor Swift,2008
7760,7760,273,73,1,Heartbreak Warfare,Battle Studies,John Mayer,0
7761,7761,273,1500,2,Octavo Día,Shakira MTV Unplugged,Shakira,1998
7762,7762,273,1116,1,Savior,Appeal To Reason,Rise Against,2008
7763,7763,273,330,1,Nothin' On You [feat. Bruno Mars] (Album Version),Nothin' On You [feat. Bruno Mars],B.o.B,0
7764,7764,273,899,1,Paper Planes,Decent Work For Decent Pay,M.I.A.,0
7765,7765,273,107,1,OMG,OMG - The Remixes,Usher featuring will.i.am,2010
7766,7766,273,108,1,Drop The World,Drop The World,Lil Wayne / Eminem,0
7767,7767,273,111,1,Use Somebody,Use Somebody,Kings Of Leon,2008
7768,7768,273,656,2,Fix You,X & Y,Coldplay,2005
7769,7769,273,86,1,Without Me,Without Me,Eminem,2002
7770,7770,273,1122,1,I Gotta Feeling,Todo Éxitos 2009,Black Eyed Peas,2009
7771,7771,273,4518,1,A Life Worth Living,My Heart Has A Wish That You Would Not Go,Aereogramme,2006
7772,7772,273,827,1,Cosmic Love,Lungs,Florence + The Machine,2009
7773,7773,273,1128,1,Favorite Girl,My World,Justin Bieber,2009
7774,7774,274,1693,1,Hallelujah,The L Word,Rufus Wainwright,2001
7775,7775,274,96,22,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,0
7776,7776,274,78,1,My Dad's Gone Crazy,The Eminem Show,Eminem / Hailie Jade,2006
7777,7777,274,1362,6,Terre Promise,77 Souter'1 Vol.2,O'Rosko Raricim,0
7778,7778,274,1083,4,Mockingbird,R&B 2006,Eminem,2004
7779,7779,274,81,1,The Real Slim Shady,Curtain Call,Eminem,2000
7780,7780,274,4519,13,You Found Me (Album Version),2010 Grammy Nominees,The Fray,0
7781,7781,274,4520,1,Hellbound,Dr. Dre 2004,J-Black & Masta Ace,2004
7782,7782,274,3387,1,As The World Turns,The Slim Shady LP,Eminem,1999
7783,7783,274,155,1,I'm Back,The Marshall Mathers LP,Eminem,2000
7784,7784,274,974,3,When I Get Where I'm Going,Time Well Wasted,Brad Paisley;Dolly Parton,2005
7785,7785,274,86,6,Without Me,Without Me,Eminem,2002
7786,7786,275,1868,1,It's Just A Thought,Pendulum,Creedence Clearwater Revival,1970
7787,7787,275,4521,4,How We Exit,Jet Black,Gentleman Reg,2009
7788,7788,275,1067,1,Dental Care,Ocean Eyes,Owl City,2009
7789,7789,275,312,1,The Only Exception (Album Version),The Only Exception,Paramore,0
7790,7790,275,1366,1,Eye Of The Tiger,Happy New Year!,Survivor,0
7791,7791,275,4522,1,The Tip Of The Iceberg,Ocean Eyes,Owl City,2009
7792,7792,275,1107,2,Meteor Shower,Ocean Eyes,Owl City,2009
7793,7793,275,330,1,Nothin' On You [feat. Bruno Mars] (Album Version),Nothin' On You [feat. Bruno Mars],B.o.B,0
7794,7794,275,1190,2,Love Is Here,Love Is Here,Tenth Avenue North,2008
7795,7795,275,4523,1,Give and Go,Night Ripper,Girl Talk,0
7796,7796,276,4524,13,Introduction To Falling (Fragment),Remilixir,Palm Skin Productions,1996
7797,7797,276,2946,1,Father Of Mine,So Much For The Afterglow,Everclear,1997
7798,7798,276,1077,1,Livin' On A Prayer,Cross Road,Bon Jovi,1986
7799,7799,276,4525,1,I Will Buy You A New Life,So Much For The Afterglow,Everclear,1997
7800,7800,276,3945,11,Black Hole Sun,True Power-Ballads / 3CD set,Soundgarden,1994
7801,7801,276,4526,1,Nothing,Transition,Ryan Leslie,2009
7802,7802,276,4527,17,Last Cup Of Sorrow,Album of the Year,Faith No More,1997
7803,7803,276,102,4,Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,2009
7804,7804,276,4528,1,Click Click Boom,Back Into Your System,Saliva,2000
7805,7805,276,1894,20,The Joker,Box Set,Steve Miller Band,1973
7806,7806,276,4529,1,House Of 1000 Corpses,The Sinister Urge,Rob Zombie,2001
7807,7807,276,2987,1,You Give Love A Bad Name,Slippery When Wet: Special Edition,Bon Jovi,1986
7808,7808,276,322,14,Billionaire [feat. Bruno Mars]  (Explicit Album Version),Billionaire [feat. Bruno Mars],Travie McCoy,0
7809,7809,276,4530,2,People Are Crazy,Little Bit of Everything,Billy Curringham,2008
7810,7810,276,4531,1,Baby Come Back,Love Songs #1's,Player,1978
7811,7811,276,3783,1,Never Say Never,Never Say Never,Armin van Buuren,2008
7812,7812,276,4532,1,Black Horse And The Cherry Tree (Radio Version),Eye To The Telescope,KT Tunstall,2005
7813,7813,276,4533,8,Your Guardian Angel,Don't You Fake It,The Red Jumpsuit Apparatus,2006
7814,7814,276,710,2,In Space,Melody AM,Röyksopp,2001
7815,7815,276,1672,2,It Wasn't Me,Club R&B,Shaggy / Ricardo Ducent,2000
7816,7816,277,997,1,Where Is My Mind?,Wave Of Mutilation: Best Of Pixies,Pixies,1988
7817,7817,277,4534,1,Mother In-Law,Welcome To New Orleans,Ernie K-Doe,0
7818,7818,277,4535,5,Siempre Es De Noche,Mas Edicion 2006,Alejandro Sanz,1997
7819,7819,277,4536,1,Romanticótico,Felicidades,Cuentos Borgeanos,2007
7820,7820,277,4049,1,Nighttime,Oscar Peterson - A Night In Vienna,Oscar Peterson,0
7821,7821,277,4537,3,Cuando Nadie Me Ve,Grandes exitos 1991-2004,Alejandro Sanz,2001
7822,7822,277,1500,21,Octavo Día,Shakira MTV Unplugged,Shakira,1998
7823,7823,277,1023,6,Un Beso de Desayuno,Residente o Visitante,Calle 13,2007
7824,7824,277,4538,7,Holiday,Pills 'n' Thrills And Bellyaches,Happy Mondays,1990
7825,7825,277,3160,2,Se Quiere_ Se Mata,Pies Descalzos,Shakira,1995
7826,7826,278,4223,1,Wait For The Summer,All Hour Cymbals,Yeasayer,2007
7827,7827,278,4229,1,O.N.E,ODD BLOOD,Yeasayer,2010
7828,7828,278,758,1,Harold T. Wilkins_ or How to Wait for a Very Long Time,Reservoir,Fanfarlo,2009
7829,7829,278,4539,2,Hotel California,The Best Of,Gipsy Kings,1990
7830,7830,278,4086,1,2080,All Hour Cymbals,Yeasayer,2007
7831,7831,278,4540,1,Djobi_ Djoba,Greatest Hits,Gipsy Kings,1994
7832,7832,278,4541,1,Final Path,Wait For The Summer,Yeasayer,2007
7833,7833,279,4542,5,Bombtrack,Rage Against The Machine,Rage Against The Machine,1991
7834,7834,279,4543,4,Face To Face / Short Circuit,Alive 2007,Daft Punk,2007
7835,7835,279,438,3,Burnin' / Too Long,Alive 2007,Daft Punk,2007
7836,7836,279,236,5,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),Catch You Baby,Lonnie Gordon,0
7837,7837,279,770,14,None Shall Pass (Main),None Shall Pass - Single,Aesop Rock,0
7838,7838,279,4544,11,With Oden On Our Side,With Oden On Our Side,Amon Amarth,2006
7839,7839,279,3979,8,Tie Me Down [feat. Ray J] (Amended Album Version),Skinny Jeanz And A Mic,New Boyz,2010
7840,7840,279,514,3,Superheroes / Human After All / Rock'n Roll,Alive 2007,Daft Punk,2007
7841,7841,279,1208,3,Gloomy,Creedence Clearwater Revival,Creedence Clearwater Revival,1968
7842,7842,279,3913,4,One More Time / Aerodynamic,Alive 2007,Daft Punk,2007
7843,7843,279,4545,1,The Golden Age,The Golden Age,The Asteroids Galaxy Tour,2009
7844,7844,279,2896,1,Daylight,Labor Days,Aesop Rock,2001
7845,7845,279,1135,5,Unite (2009 Digital Remaster),Hello Nasty (Remastered Edition),Beastie Boys,0
7846,7846,279,3914,7,Too Long / Steam Machine,Alive 2007,Daft Punk,2007
7847,7847,279,685,3,Television Rules The Nation / Crescendolls,Alive 2007,Daft Punk,2007
7848,7848,280,2908,1,Piggy,The Downward Spiral - Deluxe Edition,Nine Inch Nails,1994
7849,7849,280,3618,1,Le Courage Des Oiseaux,La Fossette,Dominique A,1991
7850,7850,280,3531,1,Don't Be Mean,Extended Play,Raincoats,0
7851,7851,280,4546,1,Riot In Cell Block Number Nine,The UA Years,Dr Feelgood,0
7852,7852,280,4547,1,Crazy In The Night (Barking At Airplanes),Gypsy Honeymoon,Kim Carnes,1993
7853,7853,280,4548,1,It's A Sin (2001 Digital Remaster),Actually,Pet Shop Boys,1987
7854,7854,280,4549,3,Just An Illusion,The Very Best Of - Vol. 1,Imagination,1982
7855,7855,280,4550,13,Country Road,James Taylor (Best Live),James Taylor,0
7856,7856,280,3683,1,There Must Be A Better World Somewhere,Classics,B.B. King,1998
7857,7857,280,4551,2,Carol,Vida Sonora,Spook And The Guay,2002
7858,7858,280,4552,1,Tumbling Dice (LP Version),Greatest Hits - Vol. 2,Linda Ronstadt,0
7859,7859,280,3788,1,Blame It On The Boogie,The Best Of The 70's (seventies),The Jacksons,1978
7860,7860,280,4553,1,Behind The Screams,An Ånswer Can Be Found,CKY,2005
7861,7861,280,4554,1,Blue Monday,Family Values Tour '98,Orgy,1998
7862,7862,280,4555,1,You And I,Anthology,Rick James,1978
7863,7863,280,4279,2,Make It Mine (Album Version),We Sing.  We Dance.  We Steal Things.,Jason Mraz,0
7864,7864,280,4556,1,Absence of Fear,Facedown Records: Something Worth Fighting For,War Of Ages,2006
7865,7865,280,3171,1,Crack The Shutters,A Hundred Million Suns,Snow Patrol,2008
7866,7866,280,4557,2,Camera Shop,Phoney Phone Calls 1959-1972,Jerry Lewis,0
7867,7867,280,4558,1,The Way You Lived,An Ånswer Can Be Found,CKY,2005
7868,7868,280,4559,1,Take This To Heart (Album),A Lesson In Romantics,Mayday Parade,2007
7869,7869,280,4560,1,To Have And To Have Not,Must I Paint You A Picture?: The Essential Billy Bragg,Billy Bragg,1983
7870,7870,280,3978,1,The Stallion,The Pod,Ween,1991
7871,7871,281,2234,2,Been A Son,Nirvana,Nirvana,0
7872,7872,281,94,2,Come As You Are,Nirvana,Nirvana,0
7873,7873,281,2269,2,Lithium,Nevermind,Nirvana,1996
7874,7874,281,2278,1,Stay Away,Stay Away,Nirvana,0
7875,7875,281,591,1,Harmony One,Pause,Four Tet,2001
7876,7876,281,2289,1,Dumb,In Utero,Nirvana,0
7877,7877,281,624,1,What They Found,Identification Parade,Octopus Project,2002
7878,7878,281,1023,1,Un Beso de Desayuno,Residente o Visitante,Calle 13,2007
7879,7879,281,4309,1,Boombastic,Massive Reggae,Shaggy,1995
7880,7880,282,2510,1,I Hate Everything About You,Three Days Grace (Deluxe Version),Three Days Grace,2003
7881,7881,282,4561,1,Voodoo,Godsmack,Godsmack,1997
7882,7882,282,3376,4,It's Been Awhile (Clean Edit),The Singles,Staind,0
7883,7883,282,1509,7,Don't Cry (Original),Greatest Hits,Guns N' Roses,1991
7884,7884,282,1058,1,Seven Nation Army,Seven Nation Army,The White Stripes,2003
7885,7885,282,4562,1,Sinners Like Me,Sinners Like Me,Eric Church,2006
7886,7886,282,1061,1,'Till I Collapse,The Eminem Show,Eminem / Nate Dogg,2002
7887,7887,282,4563,2,Walk This Way,Toys In The Attic,Aerosmith,1975
7888,7888,282,2948,6,Yesterdays,Greatest Hits,Guns N' Roses,1991
7889,7889,282,302,1,American Idiot [feat. Green Day & The Cast Of American Idiot] (Album Version),The Original Broadway Cast Recording 'American Idiot' Featuring Green Day,Green Day,0
7890,7890,282,4564,1,How 'Bout You,Sinners Like Me,Eric Church,2006
7891,7891,282,96,2,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,0
7892,7892,282,4565,1,Push (Remastered Version),Exile On Mainstream,matchbox twenty,2007
7893,7893,282,1070,3,Crawling (Album Version),Hybrid Theory,Linkin Park,2000
7894,7894,282,9,1,Sehr kosmisch,Musik von Harmonia,Harmonia,0
7895,7895,282,1723,3,Never Gonna Be Alone (Album Version),Dark Horse,Nickelback,2008
7896,7896,282,307,1,3AM (LP Version),Yourself Or Someone Like You,matchbox twenty,1996
7897,7897,282,4138,1,The Want Ad,Original Sin,Pandora's Box,0
7898,7898,282,4566,1,It's Like That,It's Like This - The Best Of,RUN-DMC vs. Jason Nevins,1984
7899,7899,282,4028,1,Kiss You All Over,Greatest Hits,Exile,0
7900,7900,282,1139,17,Hitsville U.K.,The Singles,The Clash,1980
7901,7901,282,1081,1,Superman,The Eminem Show,Eminem / Dina Rae,2003
7902,7902,282,2960,8,Patience,G N' R Lies,Guns N' Roses,1988
7903,7903,282,4567,1,Carolina,Carolina,Eric Church,2009
7904,7904,282,4568,1,Dude (Looks Like A Lady),Gold,Aerosmith,1987
7905,7905,282,4569,1,Sea-Shells,Breathe Me,Sia,2004
7906,7906,282,4570,1,Can't Fight This Feeling,The Hits,REO Speedwagon,1984
7907,7907,282,2524,2,The Game (Amended Version),The Sickness,Disturbed,2000
7908,7908,282,3174,1,Clara meets Slope - Hard To Say,All I Can Provide,Clara Hill,2006
7909,7909,282,1091,4,How You Remind Me,FETENHITS - New Party Rock (set),Nickelback,2000
7910,7910,282,4571,1,Serenity,Good Times_ Bad Times - Ten Years of Godsmack,Godsmack,2003
7911,7911,282,4436,1,For The Dishwasher,The Broken Down Comforter Collection,GRANDADDY,1998
7912,7912,282,1616,7,Live And Let Die,Use Your Illusion,Guns N' Roses,1991
7913,7913,282,156,1,Sinisten tähtien alla,Tatsum Tisal,J. Karjalainen & Mustat Lasit,0
7914,7914,282,4572,8,Sleep In The Garden,The Ruby Suns,The Ruby Suns,2005
7915,7915,282,3968,1,Hero Of War,Appeal To Reason,Rise Against,2008
7916,7916,282,1140,31,Breed,With The Lights Out - Box Set,Nirvana,0
7917,7917,282,103,1,Secrets,Waking Up,OneRepublic,2009
7918,7918,282,1530,1,Représente,Fat Come Back,Alliance Ethnik,1999
7919,7919,282,318,1,Here Without You,Here Without You,3 Doors Down,2002
7920,7920,282,1801,1,Que Nadie,Inercia,Manuel Carrasco,2009
7921,7921,282,4573,1,These Boots,Sinners Like Me,Eric Church,2006
7922,7922,282,1209,2,New Divide (Album Version),Transformers: Revenge Of The Fallen The Album,Linkin Park,2009
7923,7923,282,1105,2,In The End (Album Version),Hybrid Theory,Linkin Park,2000
7924,7924,282,4574,1,Two Pink Lines,Sinners Like Me,Eric Church,2006
7925,7925,282,1106,2,Paradise City,Greatest Hits,Guns N' Roses,1987
7926,7926,282,4575,3,Almost Easy (Album Version),Almost Easy,Avenged Sevenfold,2008
7927,7927,282,1144,17,Heaven Is A Truck,Quarantine The Past: The Best Of Pavement,Pavement,1994
7928,7928,282,4137,1,Woman,NME Presents Essential Bands 2006,Wolfmother,2004
7929,7929,282,3706,1,Your Mother Should Have Told You,The Essential Selection,Robert Palmer,1990
7930,7930,282,3001,4,You Could Be Mine,Live Era '87-'93,Guns N' Roses,1991
7931,7931,282,1116,4,Savior,Appeal To Reason,Rise Against,2008
7932,7932,282,1146,23,All Night Operator (Part 1),Ooh La La,Goldfrapp,2005
7933,7933,282,3005,23,Civil War,Use Your Illusion II,Guns N' Roses,1991
7934,7934,282,108,2,Drop The World,Drop The World,Lil Wayne / Eminem,0
7935,7935,282,4576,1,N A Whitemanzeyez,B.L.E.V.E.,Kutt Calhoun,2004
7936,7936,282,85,1,16 Candles,16 Candles,The Crests,1988
7937,7937,282,1948,1,I Stand Alone,Good Times_ Bad Times - Ten Years of Godsmack,Godsmack,2002
7938,7938,282,86,1,Without Me,Without Me,Eminem,2002
7939,7939,282,4449,5,Bedroom Suite,Upstairs Overlooking,Joe Christmas,0
7940,7940,282,4577,2,Scream (Album Version),Avenged Sevenfold,Avenged Sevenfold,2007
7941,7941,282,4578,1,The Beautiful People,Antichrist Superstar (Ecopac Explicit),Marilyn Manson,0
7942,7942,282,4579,1,Awake,Speak Hit Pack,Godsmack,2000
7943,7943,282,4580,5,Machine Kit,The Best Of Sixteen Volt,16Volt,1998
7944,7944,282,4581,1,Guys Like Me,Sinners Like Me,Eric Church,2006
7945,7945,282,3506,1,Rain Is A Good Thing,Doin' My Thing,Luke Bryan,2009
7946,7946,282,828,1,Bad Company,War Is The Answer,Five Finger Death Punch,2009
7947,7947,282,4582,19,Man Makes The Zoo,Questamation,USS (Ubiquitous Synergy Seeker),0
7948,7948,282,3180,1,Rose Among the Ashes,The Lost_ The Sick_ The Sacred,Inhale Exhale,0
7949,7949,282,4059,6,Afterlife (Album Version),Afterlife,Avenged Sevenfold,0
7950,7950,283,4583,2,Perderte De Nuevo,Todo Cambio,Camila,2006
7951,7951,283,4584,1,Colgando en tus manos (con Marta Sanchez),De mi puño y letra - Edicion Coleccionista,Carlos Baute,2009
7952,7952,283,4585,2,Elegante,El Kilo,Orishas,2005
7953,7953,283,4586,1,Forever & Always,Fearless Platinum Edition,Taylor Swift,2008
7954,7954,283,4587,2,Coleccionista De Canciones,Todo Cambio,Camila,2006
7955,7955,283,4588,5,Valio La Pena,Valio La Pena,Marc Anthony,0
7956,7956,283,1486,2,Estoy Aquí,The Remixes,Shakira,1995
7957,7957,283,949,2,Hips Don't Lie (featuring Wyclef Jean),Essential R&B Hit Selection,Shakira Featuring Wyclef Jean,0
7958,7958,283,1150,3,A Dios Le Pido,A Dios Le Pido,Juanes,2002
7959,7959,283,4589,1,All For Love,The Best Of Me,Bryan Adams / Sting / Rod Stewart,1996
7960,7960,283,4590,5,Me Cuesta Tanto Olvidarte,Ana_ José_ Nacho,Mecano,0
7961,7961,283,4591,4,Alejate De Mi,Dejarte De Amar,Camila,2010
7962,7962,283,4169,1,Obsesion,We Broke The Rules,Aventura,2003
7963,7963,283,1151,1,La Camisa Negra,La Camisa Negra,Juanes,2004
7964,7964,283,9,1,Sehr kosmisch,Musik von Harmonia,Harmonia,0
7965,7965,283,223,2,Daddy's Eyes,Sawdust,The Killers,2006
7966,7966,283,4592,2,Represent,Antidiotico,Orishas,1999
7967,7967,283,3183,3,Llamado De Emergencia,Talento De Barrio,Daddy Yankee,2008
7968,7968,283,4593,3,Todavia Una Cancion De Amor,Palabras Mas_ Palabras Menos,Los Rodriguez,0
7969,7969,283,4370,1,Flaca,Andres CD1,Andres Calamaro,1997
7970,7970,283,2983,2,Oops!...I Did It Again,The Singles Collection,Britney Spears,2000
7971,7971,283,317,3,I Kissed A Girl,One Of The Boys (iTunes Exclusive),Katy Perry,2008
7972,7972,283,4594,1,Rockin To The Beat,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,2009
7973,7973,283,4595,3,Dulce Condena,Sin Documentos,Los Rodriguez,1993
7974,7974,283,4596,3,Milonga Del Marinero Y El Capitan,Palabras Mas_ Palabras Menos,Los Rodriguez,0
7975,7975,283,1531,4,La Despedida,Daddy Yankee Mundial,Daddy Yankee,2010
7976,7976,283,960,1,I Gotta Feeling (FMIF Remix Edit),One Love,Black Eyed Peas,2009
7977,7977,283,4597,2,Me Arde,Alta Suciedad,Andres Calamaro,1997
7978,7978,283,4598,1,Habana,Emigrante,Orishas,2002
7979,7979,283,1174,1,Gone Going,Monkey Business,Black Eyed Peas,2005
